id,careers,interests,recrtTitle,jobId
925,"[{'job': '영업/판매/운전/운송', 'career': 20}, {'job': '예술/디자인/방송/스포츠', 'career': 18}, {'job': '연구/공학기술', 'career': 39}]","['매표소/카운터', '안전점검원', '교통/생활지도']",엘타워 주차정산원 모집,K120141704120005
926,"[{'job': '영업/판매/운전/운송', 'career': 24}]",['매표소/카운터'],주차요금 정산원,K120141709200008
927,"[{'job': '영업/판매/운전/운송', 'career': 19}, {'job': '연구/공학기술', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 29}]","['매표소/카운터', '편의점/마트', '사무보조']",[정발산 / 아주존주차타워] 에이제이파크 주차정산원 모집,K120231505290004
928,"[{'job': '영업/판매/운전/운송', 'career': 34}]",['매표소/카운터'],[강남 / 포바타워] 에이제이파크 주차정산원 모집,K120231506180045
929,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '예술/디자인/방송/스포츠', 'career': 14}]","['매표소/카운터', '방역']",[강남 / 포바타워] 에이제이파크 주차정산원 모집,K120231508190063
930,"[{'job': '영업/판매/운전/운송', 'career': 30}, {'job': '설치/정비/생산', 'career': 21}]","['매표소/카운터', '운송']",[봉명역/순천향병원] 주차요금 정산원 모집-여성우대,K120231510200070
931,"[{'job': '영업/판매/운전/운송', 'career': 6}]",['매표소/카운터'],[실버인턴] 카운터및 총무 담당,K120231604270055
932,"[{'job': '영업/판매/운전/운송', 'career': 8}]",['매표소/카운터'],[AJ파크/여의도] 한강고수부지 주차장 정산원 모집,K120231701250005
933,"[{'job': '영업/판매/운전/운송', 'career': 7}, {'job': '연구/공학기술', 'career': 27}]","['매표소/카운터', '택배']",[AJ파크/여의도] 한강고수부지 주차장 정산원 모집,K120231702010013
934,"[{'job': '영업/판매/운전/운송', 'career': 29}, {'job': '보건/의료', 'career': 37}, {'job': '건설/채굴', 'career': 6}]","['매표소/카운터', '아파트청소']",공덕역 인근 빌딩 주차정산요원 1명 모집,K120311602120039
935,"[{'job': '영업/판매/운전/운송', 'career': 6}]","['매표소/카운터', '써빙']",[(주)비엠휴먼솔루션]김포공항 발렛 접수/운전원 모집<서울서부고용센터 채용대행>,K120311603040058
936,"[{'job': '영업/판매/운전/운송', 'career': 31}]",['매표소/카운터'],부산부경대학교 주차정산원모집,K120311606280055
937,"[{'job': '영업/판매/운전/운송', 'career': 38}, {'job': '설치/정비/생산', 'career': 10}]","['매표소/카운터', '문화시설']","[풀무원ECMD] 원주공항 內 스넥코너 직원 모집(주방보조, 판매 등)",K120311702210029
938,"[{'job': '영업/판매/운전/운송', 'career': 12}]","['매표소/카운터', '접수/예약']",[월132만] 수원삼성생명 주차정산원 구인공고(주5일),K120311708290031
939,"[{'job': '영업/판매/운전/운송', 'career': 10}, {'job': '농림어업', 'career': 27}]",['매표소/카운터'],주차정산원 모집,K120411511250006
940,"[{'job': '영업/판매/운전/운송', 'career': 15}, {'job': '농림어업', 'career': 15}, {'job': '경영/사무/금융/보험', 'career': 13}]",['매표소/카운터'],주차정산원 모집,K120411512300007
941,"[{'job': '영업/판매/운전/운송', 'career': 10}]","['매표소/카운터', '배달', '퀵서비스']",베이커리카페 브레댄코의 가족을 찾습니다,K120411710110007
942,"[{'job': '영업/판매/운전/운송', 'career': 20}, {'job': '예술/디자인/방송/스포츠', 'career': 33}, {'job': '농림어업', 'career': 16}]","['매표소/카운터', '생산/제조', '운전']",주차정산원 모집,K120421504210010
943,"[{'job': '영업/판매/운전/운송', 'career': 16}]","['매표소/카운터', '영업/판매', '상담원']",현대해상 광주사옥 주차정산 근무자 모집,K120421508180027
944,"[{'job': '영업/판매/운전/운송', 'career': 25}]",['매표소/카운터'],주차정산원 모집,K120421510080046
945,"[{'job': '영업/판매/운전/운송', 'career': 9}]",['매표소/카운터'],경복궁 공영주차장 유도 및 정산원 모집,K120421602120031
946,"[{'job': '영업/판매/운전/운송', 'career': 5}, {'job': '농림어업', 'career': 7}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}]",['매표소/카운터'],서초구 교대공영주차장 주차관리원 모집(긴급충원),K120421603040005
947,"[{'job': '영업/판매/운전/운송', 'career': 14}]",['매표소/카운터'],야간 주차 정산원 모집,K120421603290064
948,"[{'job': '영업/판매/운전/운송', 'career': 15}, {'job': '연구/공학기술', 'career': 28}]","['매표소/카운터', '교육/강사/해설사', '농림어업']",강남역 인근 삼성생명 역삼동빌딩 주차원 모집합니다,K120421610180007
949,"[{'job': '영업/판매/운전/운송', 'career': 27}]","['매표소/카운터', '방역', '건물/모텔청소']",강남역 인근 삼성생명 역삼동빌딩 주차원 모집합니다,K120421610240008
950,"[{'job': '영업/판매/운전/운송', 'career': 5}]","['매표소/카운터', '가사도우미', '번역']",서상톨게이트 요금수납원모집,K120421705230025
951,"[{'job': '영업/판매/운전/운송', 'career': 13}, {'job': '농림어업', 'career': 40}]","['매표소/카운터', '접수/예약']",(종각역)태화복지재단(태화빌딩) 내 주차 정산원 모집,K120421712190032
952,"[{'job': '영업/판매/운전/운송', 'career': 8}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 36}, {'job': '예술/디자인/방송/스포츠', 'career': 21}]",['매표소/카운터'],건물 경비/주차 업무 담당자 모집,K120511508050011
953,"[{'job': '영업/판매/운전/운송', 'career': 12}, {'job': '예술/디자인/방송/스포츠', 'career': 25}]",['매표소/카운터'],건물 경비/주차 업무 담당자 모집,K120511508170024
954,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 8}]","['매표소/카운터', '문화시설']",주차정산원,K120611603170048
955,"[{'job': '영업/판매/운전/운송', 'career': 32}, {'job': '농림어업', 'career': 15}]","['매표소/카운터', '산후조리']",[장년층우대]AJ파크 주차관리 모집(충정로),K120611607050041
956,"[{'job': '영업/판매/운전/운송', 'career': 39}]","['매표소/카운터', '운전', '사무보조']",주차 정산및 보안 채용(경력직),K120611705190055
957,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '연구/공학기술', 'career': 9}, {'job': '예술/디자인/방송/스포츠', 'career': 32}]","['매표소/카운터', '아파트청소', '환경미화']",주차정산원 모집,K120611706260039
958,"[{'job': '영업/판매/운전/운송', 'career': 30}, {'job': '농림어업', 'career': 30}, {'job': '연구/공학기술', 'career': 19}]","['매표소/카운터', '편의점/마트']","빅세일마트 계산원, 농축수산물 판매원,공산품 판매원, 즉석요리원 모집",K130041505080068
959,"[{'job': '영업/판매/운전/운송', 'career': 11}, {'job': '건설/채굴', 'career': 29}]",['매표소/카운터'],[ 2015 부산진구 희망일자리 박람회 직접참가 ] 마트판매/계산/조리,K130041506180042
960,"[{'job': '영업/판매/운전/운송', 'career': 20}, {'job': '연구/공학기술', 'career': 25}, {'job': '설치/정비/생산', 'career': 12}]","['매표소/카운터', '가사도우미']",마트 야간 캐셔,K130041508070064
961,"[{'job': '영업/판매/운전/운송', 'career': 29}]","['매표소/카운터', '문화예술']",마트 야간 캐셔,K130041509010036
962,"[{'job': '영업/판매/운전/운송', 'career': 27}]","['매표소/카운터', '조립/포장']",한국도로공사 청량영업소 톨게이트(요금징수/제한차량관리) 직원구함,K130111510280002
963,"[{'job': '영업/판매/운전/운송', 'career': 34}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '농림어업', 'career': 8}]",['매표소/카운터'],한국도로공사 온양영업소 톨게이트(제한차량관리원) 직원구함,K130111510280003
964,"[{'job': '영업/판매/운전/운송', 'career': 33}]","['매표소/카운터', '농림어업', '건물/모텔청소']",한국도로공사 청량영업소 톨게이트 징수원 모집,K130111511120032
965,"[{'job': '영업/판매/운전/운송', 'career': 33}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 8}, {'job': '설치/정비/생산', 'career': 21}]",['매표소/카운터'],한국도로공사 청량영업소 톨게이트 요금소 수납원 채용,K130111512010036
966,"[{'job': '영업/판매/운전/운송', 'career': 7}, {'job': '연구/공학기술', 'career': 34}, {'job': '건설/채굴', 'career': 29}]",['매표소/카운터'],한국도로공사 청량영업소 톨게이트 징수원 모집,K130111512100030
967,"[{'job': '영업/판매/운전/운송', 'career': 23}, {'job': '경영/사무/금융/보험', 'career': 34}]","['매표소/카운터', '문화예술', '제품검사']",한국도로공사 청량영업소 톨게이트 징수원 모집,K130111512140071
968,"[{'job': '영업/판매/운전/운송', 'career': 29}, {'job': '경영/사무/금융/보험', 'career': 16}]","['매표소/카운터', '퀵서비스', '방역']",고속도로 통행료 수납원 모집,K130111604180057
969,"[{'job': '영업/판매/운전/운송', 'career': 35}, {'job': '예술/디자인/방송/스포츠', 'career': 16}]",['매표소/카운터'],톨게이트 요금소 직원구함,K130111608030051
970,"[{'job': '영업/판매/운전/운송', 'career': 38}, {'job': '설치/정비/생산', 'career': 13}, {'job': '예술/디자인/방송/스포츠', 'career': 40}]","['매표소/카운터', '세차/세탁', '문화예술']",한국도로공사 청량 톨게이트 징수원 모집,K130111608220012
971,"[{'job': '영업/판매/운전/운송', 'career': 18}, {'job': '경영/사무/금융/보험', 'career': 27}, {'job': '보건/의료', 'career': 37}]",['매표소/카운터'],한국도로공사 청량영업소(제한차량관리원) 모집,K130111611040044
972,"[{'job': '영업/판매/운전/운송', 'career': 21}, {'job': '경영/사무/금융/보험', 'career': 30}, {'job': '설치/정비/생산', 'career': 15}]",['매표소/카운터'],고속도로 통행료 수납원 모집,K130111611160045
973,"[{'job': '영업/판매/운전/운송', 'career': 19}, {'job': '보건/의료', 'career': 22}, {'job': '농림어업', 'career': 30}]",['매표소/카운터'],고속도로 통행료 수납원 모집,K130111612070050
974,"[{'job': '영업/판매/운전/운송', 'career': 27}]",['매표소/카운터'],고속도로톨게이트 수납원 모집(장애인만 채용),K130111712010025
975,"[{'job': '영업/판매/운전/운송', 'career': 31}]","['매표소/카운터', '문화예술']",코아주차장 간단한 요금정산 모집,K130231508190029
976,"[{'job': '영업/판매/운전/운송', 'career': 12}]",['매표소/카운터'],고속도로 통행료 징수원 채용,K130231609300031
977,"[{'job': '영업/판매/운전/운송', 'career': 38}]","['매표소/카운터', '써빙']",주차요금정산원모집,K131211505270030
978,"[{'job': '영업/판매/운전/운송', 'career': 31}, {'job': '경영/사무/금융/보험', 'career': 30}]","['매표소/카운터', '영업/판매']",주차요금정산원모집,K131211512140079
979,"[{'job': '영업/판매/운전/운송', 'career': 5}, {'job': '설치/정비/생산', 'career': 8}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]","['매표소/카운터', '산후조리', '기타']",휘트니스 관리원 모집,K131211601110047
980,"[{'job': '영업/판매/운전/운송', 'career': 9}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}]","['매표소/카운터', '주방']",GS25 온산행복점 야간직원 모집,K131211602160104
981,"[{'job': '영업/판매/운전/운송', 'career': 7}, {'job': '설치/정비/생산', 'career': 39}]","['매표소/카운터', '운전']",휘트니스센터 카운터 직원 모집(군필자우대),K131211603090005
982,"[{'job': '영업/판매/운전/운송', 'career': 16}, {'job': '건설/채굴', 'career': 13}, {'job': '농림어업', 'career': 26}]","['매표소/카운터', '사무보조', '농림어업']",서울산 톨게이트 요금징수원 모집,K131211712040049
983,"[{'job': '영업/판매/운전/운송', 'career': 34}, {'job': '보건/의료', 'career': 21}]","['매표소/카운터', '배달', '건물/모텔청소']",운행관리(개찰 및 검표)원 모집,K131411503300050
984,"[{'job': '영업/판매/운전/운송', 'career': 8}, {'job': '보건/의료', 'career': 27}, {'job': '농림어업', 'career': 16}]",['매표소/카운터'],승차권 판매 사무원 모집,K131461702210012
985,"[{'job': '영업/판매/운전/운송', 'career': 9}, {'job': '예술/디자인/방송/스포츠', 'career': 5}, {'job': '보건/의료', 'career': 35}]","['매표소/카운터', '산후조리', '방역']","▶ 2015 경북 중부권 일자리 한마당 행사 참여업체 / 캐셔구인(대구백화점, 프라자점)",K140021510140057
986,"[{'job': '영업/판매/운전/운송', 'career': 28}, {'job': '보건/의료', 'career': 37}, {'job': '연구/공학기술', 'career': 35}]","['매표소/카운터', '택배', '청소원']",아리아나 호텔 주차요금 정산원 모집/장년층 우대 <대구서부고용센터 채용대행>,K140021609220031
987,"[{'job': '영업/판매/운전/운송', 'career': 17}, {'job': '경영/사무/금융/보험', 'career': 38}, {'job': '농림어업', 'career': 29}]","['매표소/카운터', '번역', '운송']",<6/9(화) 오후2시 대구고용센터 현장면접> 실버전용극장 그레이스실버영화관 매표원모집,K140111506020038
988,"[{'job': '영업/판매/운전/운송', 'career': 28}, {'job': '농림어업', 'career': 16}, {'job': '보건/의료', 'career': 18}]","['매표소/카운터', '퀵서비스', '교통/생활지도']",<6/9(화) 오후2시 대구고용센터 현장면접> 실버전용극장 그레이스실버영화관 검표원모집,K140111506020039
989,"[{'job': '영업/판매/운전/운송', 'career': 30}]","['매표소/카운터', '편의점/마트', '안전점검원']",통행요금 수납원 모집//*경산고용센터 채용대행*,K140131706270051
990,"[{'job': '영업/판매/운전/운송', 'career': 14}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]","['매표소/카운터', '번역', '퀵서비스']",야간계산원모집/ 중장년층우대,K140141609060020
991,"[{'job': '영업/판매/운전/운송', 'career': 38}, {'job': '보건/의료', 'career': 15}, {'job': '예술/디자인/방송/스포츠', 'career': 16}]","['매표소/카운터', '가사도우미']",편의점  야간 계산대직원 채용,K140161609260036
992,"[{'job': '영업/판매/운전/운송', 'career': 33}, {'job': '연구/공학기술', 'career': 9}, {'job': '예술/디자인/방송/스포츠', 'career': 30}]",['매표소/카운터'],(주)장보고식자재마트 반야월점 캐셔모집,K140161610060004
993,"[{'job': '영업/판매/운전/운송', 'career': 39}, {'job': '설치/정비/생산', 'career': 13}]",['매표소/카운터'],편의점  야간 계산대직원 채용,K140161612130011
994,"[{'job': '영업/판매/운전/운송', 'career': 25}]",['매표소/카운터'],편의점  야간 계산대직원 채용,K140161701120018
995,"[{'job': '영업/판매/운전/운송', 'career': 38}, {'job': '경영/사무/금융/보험', 'career': 27}, {'job': '농림어업', 'career': 19}]","['매표소/카운터', '안전점검원']",편의점  야간직원 채용,K140161705150002
996,"[{'job': '영업/판매/운전/운송', 'career': 30}]","['매표소/카운터', '리서치/설문']",편의점  야간직원 채용,K140161706230010
997,"[{'job': '영업/판매/운전/운송', 'career': 37}]",['매표소/카운터'],편의점  야간직원 채용,K140161709040010
998,"[{'job': '영업/판매/운전/운송', 'career': 26}]",['매표소/카운터'],포항톨게이트 직원모집합니다.,K141111504270050
999,"[{'job': '영업/판매/운전/운송', 'career': 33}]","['매표소/카운터', '경비원']",검표원 모집,K141211509170028
2544,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}, {'job': '설치/정비/생산', 'career': 24}, {'job': '예술/디자인/방송/스포츠', 'career': 12}]",['육아/보육'],글샘어린이집 보육교사 채용공고,K120121506030028
2545,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]",['육아/보육'],[장년인턴] 만0세반 보육교사를 모십니다.,K120121510280035
2546,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}, {'job': '연구/공학기술', 'career': 27}, {'job': '보건/의료', 'career': 14}]","['육아/보육', '기타', '운송']",보육교사(주40시간) 및 도우미(주20시간)( (어린이집)[장안평역1번출구],K120121703220037
2547,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}, {'job': '건설/채굴', 'career': 35}]","['육아/보육', '산후조리', '교통/생활지도']",보육도우미 모집,K120141701190005
2548,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}]","['육아/보육', '주방', '주유']",육아 가사 도우미,K120231503160011
2549,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}]","['육아/보육', '요양/간병']",보육교사모집,K120231509070056
2550,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 6}]","['육아/보육', '매표소/카운터']",2016 강동구 아이돌보미 활동가 채용,K120231610050003
2551,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}]","['육아/보육', '상담원', '번역']",베이비시터 및 가사 도우미 구인,K120231612070031
2552,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 20}, {'job': '농림어업', 'career': 19}, {'job': '설치/정비/생산', 'career': 38}]","['육아/보육', '문화시설', '배달']",보육교사를 모십니다,K120231702010047
2553,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 13}, {'job': '영업/판매/운전/운송', 'career': 24}]","['육아/보육', '상담원']",시간연장 보육 교사모집,K120231705160079
2554,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}, {'job': '설치/정비/생산', 'career': 15}]","['육아/보육', '배달']",보육교사를 모십니다,K120231706280027
2555,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}]","['육아/보육', '택배', '문화예술']","보육교사, 시간연장교사 모집합니다.",K120231709210038
2556,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 37}, {'job': '농림어업', 'career': 26}, {'job': '예술/디자인/방송/스포츠', 'career': 39}]","['육아/보육', '기타']",보육교사 모집,K120311509220034
2557,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]",['육아/보육'],보육교사 모집[고용촉진지원금대상자모십니다.],K120511602150033
2558,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 33}, {'job': '영업/판매/운전/운송', 'career': 8}]","['육아/보육', '문화시설', '상담원']",보조교사(고용촉진지원금 대상자)구합니다,K120511602220004
2559,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '경영/사무/금융/보험', 'career': 20}, {'job': '예술/디자인/방송/스포츠', 'career': 40}]","['육아/보육', '방역']",보육교사 모집[고용촉진지원금대상자모십니다.],K120511606100004
2560,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 16}]",['육아/보육'],보육교사 채용공고,K120511607180028
2561,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}, {'job': '예술/디자인/방송/스포츠', 'career': 30}]","['육아/보육', '건물/시설관리', '안내원']",보조교사(고용촉진지원금 대상자)구합니다,K120511608160052
2562,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}]","['육아/보육', '건물/시설관리', '사무보조']",보육교사 채용공고,K120511703090033
2563,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '설치/정비/생산', 'career': 40}]","['육아/보육', '운송', '접수/예약']",보육교사 채용공고,K120511706080034
2564,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}]","['육아/보육', '퀵서비스', '번역']",야간보육 교사 모집,K120511708300006
2565,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}]",['육아/보육'],보육교사 모집합니다.,K130041508280079
2566,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}]","['육아/보육', '교통/생활지도']",만0세반 보육교사 모집합니다.,K130041509020111
2567,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}]","['육아/보육', '세차/세탁']",보육교사 모집,K130041509080079
2568,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 34}]",['육아/보육'],보육교사 모집합니다. (시간제),K130041510060172
2569,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}]","['육아/보육', '환경미화', '청소원']",보육교사,K130041512100168
2570,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '영업/판매/운전/운송', 'career': 9}, {'job': '경영/사무/금융/보험', 'career': 33}]","['육아/보육', '경비원', '산후조리']",2016년 보육교사 모집합니다.,K130041601150067
2571,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '예술/디자인/방송/스포츠', 'career': 20}]","['육아/보육', '건물/모텔청소', '영업/판매']",보육교사 모집,K130041701170041
2572,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}]",['육아/보육'],0세반 담임교사 채용,K130041707260046
2573,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 19}]",['육아/보육'],현대온누리 어린이집 보육교사 모집,K130111707030069
2574,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 14}, {'job': '연구/공학기술', 'career': 26}]","['육아/보육', '운전', '안전점검원']",공동생활가정 보육사를 모집합니다.,K130231503130048
2575,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '영업/판매/운전/운송', 'career': 10}]",['육아/보육'],어린이집 보조교사 구합니다,K130231509110047
2576,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}]","['육아/보육', '영업/판매', '택배']",산모신생아건강관리사 급구,K130231707250062
2577,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}]","['육아/보육', '건물/모텔청소']",보육교사구함,K130231708220104
2578,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}]","['육아/보육', '청소원', '안내원']",어린이집  보육교사를 모집합니다,K130231710230097
2579,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}, {'job': '예술/디자인/방송/스포츠', 'career': 6}]",['육아/보육'],누리보조교사 구합니다.(자격증 없어도 지원 가능),K131111502040045
2580,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}]","['육아/보육', '조립/포장', '배달']",누리보조교사 구합니다.,K131111508180047
2581,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}]","['육아/보육', '경비원', '영업/판매']",만0세반 보육교사 초빙합니다.,K131311601070044
2582,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 33}]","['육아/보육', '안전점검원', '운전']",3월 새학기 선생님 구합니다.,K131411602160005
2583,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '연구/공학기술', 'career': 15}]","['육아/보육', '운전']",누리보조교사 모집(시간제),K131411612050040
2584,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}]","['육아/보육', '생산/제조']",보육교사 모집,K131461607070009
2585,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]","['육아/보육', '배달', '환경미화']",보육교사 모집,K131461610270005
2586,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}, {'job': '연구/공학기술', 'career': 40}]","['육아/보육', '산후조리', '접수/예약']",보육교사 모집,K131461701030002
2587,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 34}]","['육아/보육', '매표소/카운터']",보육교사 모집,K131461703130002
2588,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 13}, {'job': '건설/채굴', 'career': 23}, {'job': '경영/사무/금융/보험', 'career': 16}]",['육아/보육'],보육교사 모집,K131461706290003
2589,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '영업/판매/운전/운송', 'career': 30}, {'job': '예술/디자인/방송/스포츠', 'career': 19}]",['육아/보육'],보육교사 모집,K131461711010002
2590,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 9}]","['육아/보육', '주방']",함께할 보육교사 모십니다.,K140021511240022
2591,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 20}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 16}, {'job': '보건/의료', 'career': 30}]","['육아/보육', '아파트청소']",영아반 보육교사  **채용대행업체**,K140111711280007
2592,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}]","['육아/보육', '편의점/마트', '경비원']",만 1세 (3세)반 보육교사 모집합니다,K140141602220036
2593,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 11}, {'job': '건설/채굴', 'career': 20}]",['육아/보육'],만 3세(5세)반 보육교사 모집합니다,K140141603160019
2594,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 31}]",['육아/보육'],보육교사 모집합니다.,K140141611040005
2595,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}, {'job': '영업/판매/운전/운송', 'career': 26}, {'job': '경영/사무/금융/보험', 'career': 13}]","['육아/보육', '택배', '사무보조']",2017년도 상반기 아이돌보미 활동자 모집,K140161703060008
2596,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}, {'job': '보건/의료', 'career': 6}]","['육아/보육', '건물/시설관리', '농림어업']",어린이집 선생님을 구인합니다.,K141111502250018
2597,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}]","['육아/보육', '영업/판매']",어린이집 누리교사 모집,K141111503020003
2598,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}]","['육아/보육', '세차/세탁']",내남 복지센터 센터장 구인,K141121503240019
2599,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}, {'job': '예술/디자인/방송/스포츠', 'career': 9}, {'job': '건설/채굴', 'career': 33}]","['육아/보육', '운송']",보육교사 모집합니다,K141221512160006
2600,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 6}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 13}, {'job': '보건/의료', 'career': 28}]","['육아/보육', '조립/포장', '농림어업']",2016년 아이돌보미 모집,K141331602010005
2601,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '영업/판매/운전/운송', 'career': 35}]","['육아/보육', '교통/생활지도', '요양/간병']",보육교사,K150011508250088
2602,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 27}]","['육아/보육', '접수/예약']",보육교사 채용,K150011508250109
2603,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '예술/디자인/방송/스포츠', 'career': 18}]","['육아/보육', '농림어업']",0세반 담임교사를 구합니다.,K150011606230158
2604,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 8}, {'job': '설치/정비/생산', 'career': 36}]",['육아/보육'],영아반 보육교사 채용합니다 (만1세 ),K150011709250010
2605,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]",['육아/보육'],보육교사채용,K150011709270033
2606,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}]",['육아/보육'],영아반교사 채용합니다,K150011710160065
2607,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '연구/공학기술', 'career': 34}]",['육아/보육'],시간연장교사채용(오후3시~10시),K150011711220020
2608,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 29}]","['육아/보육', '청소원', '퀵서비스']",영아반 선생님 모집,K150111607250012
2609,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 17}, {'job': '연구/공학기술', 'career': 14}]","['육아/보육', '제품검사', '안내원']",어린이집 보육교사 모집,K150111611010030
2610,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '경영/사무/금융/보험', 'career': 13}]","['육아/보육', '농림어업']",보육교사(고용촉진지원금 대상자),K151411611090038
2611,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}, {'job': '보건/의료', 'career': 26}, {'job': '영업/판매/운전/운송', 'career': 10}]","['육아/보육', '운전', '청소원']",보육교사 채용,K151421504100050
2612,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 24}, {'job': '보건/의료', 'career': 40}]","['육아/보육', '가사도우미', '영업/판매']",보육교사 모집,K151521504230007
2613,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}, {'job': '예술/디자인/방송/스포츠', 'career': 33}]",['육아/보육'],어린이집 보육교사 모집,K151551609080001
